date,data,cols
1362,.,channel1
1363,.,channel1
1364,.,channel1
1365,.,channel1
1366,.,channel1
1367,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1368,.,channel1
1369,.,channel1
1370,.,channel1
1371,.,channel1
1372,.,channel1
1373,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1374,.,channel1
1375,.,channel1
1376,.,channel1
1377,.,channel1
1378,.,channel1
1379,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1380,.,channel1
1381,.,channel1
1382,.,channel1
1383,.,channel1
1384,.,channel1
1385,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1386,.,channel1
1387,.,channel1
1388,.,channel1
1389,.,channel1
1390,.,channel1
1391,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1392,.,channel1
1393,.,channel1
1394,.,channel1
1395,.,channel1
1396,.,channel1
1397,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1398,.,channel1
1399,.,channel1
1400,.,channel1
1401,.,channel1
1402,.,channel1
1403,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1404,.,channel1
1405,.,channel1
1406,.,channel1
1407,.,channel1
1408,.,channel1
1409,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1410,.,channel1
1411,.,channel1
1412,.,channel1
1413,.,channel1
1414,.,channel1
1415,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1416,.,channel1
1417,.,channel1
1418,.,channel1
1419,.,channel1
1420,.,channel1
1421,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1422,.,channel1
1423,.,channel1
1424,.,channel1
1425,.,channel1
1426,.,channel1
1427,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1428,.,channel1
1429,.,channel1
1430,.,channel1
1431,.,channel1
1432,.,channel1
1433,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1434,.,channel1
1435,.,channel1
1436,.,channel1
1437,.,channel1
1438,.,channel1
1439,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1440,.,channel1
1441,.,channel1
1442,.,channel1
1443,.,channel1
1444,.,channel1
1445,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1446,.,channel1
1447,.,channel1
1448,.,channel1
1449,.,channel1
1450,.,channel1
1451,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1452,.,channel1
1453,.,channel1
1454,.,channel1
1455,.,channel1
1456,.,channel1
1457,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1458,.,channel1
1459,.,channel1
1460,.,channel1
1461,.,channel1
1462,.,channel1
1463,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1464,.,channel1
1465,.,channel1
1466,.,channel1
1467,.,channel1
1468,.,channel1
1469,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1470,.,channel1
1471,.,channel1
1472,.,channel1
1473,.,channel1
1474,.,channel1
1475,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1476,.,channel1
1477,.,channel1
1478,.,channel1
1479,.,channel1
1480,.,channel1
1481,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1482,.,channel1
1483,.,channel1
1484,.,channel1
1485,.,channel1
1486,.,channel1
1487,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1488,.,channel1
1489,.,channel1
1490,.,channel1
1491,.,channel1
1492,.,channel1
1493,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1494,.,channel1
1495,.,channel1
1496,.,channel1
1497,.,channel1
1498,.,channel1
1499,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1500,.,channel1
1501,.,channel1
1502,.,channel1
1503,.,channel1
1504,.,channel1
1505,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1506,.,channel1
1507,.,channel1
1508,.,channel1
1509,.,channel1
1510,.,channel1
1511,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1512,.,channel1
1513,.,channel1
1514,.,channel1
1515,.,channel1
1516,.,channel1
1517,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1518,.,channel1
1519,.,channel1
1520,.,channel1
1521,.,channel1
1522,.,channel1
1523,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1524,.,channel1
1525,.,channel1
1526,.,channel1
1527,.,channel1
1528,.,channel1
1529,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1530,.,channel1
1531,.,channel1
1532,.,channel1
1533,.,channel1
1534,.,channel1
1535,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1536,.,channel1
1537,.,channel1
1538,.,channel1
1539,.,channel1
1540,.,channel1
1541,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1542,.,channel1
1543,.,channel1
1544,.,channel1
1545,.,channel1
1546,.,channel1
1547,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1548,service=ts-travel-service level=INFO event=normal_activity count=26; service=ts-route-service level=INFO event=normal_activity count=10; service=ts-basic-service level=INFO event=normal_activity count=6; service=ts-ticketinfo-service level=INFO event=normal_activity count=4; service=ts-auth-service level=INFO event=normal_activity count=3; service=ts-assurance-service level=INFO event=normal_activity count=2; service=ts-station-service level=INFO event=normal_activity count=2,channel1
1549,.,channel1
1550,.,channel1
1551,.,channel1
1552,.,channel1
1553,.,channel1
1554,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1555,.,channel1
1556,.,channel1
1557,.,channel1
1558,.,channel1
1559,.,channel1
1560,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1561,.,channel1
1562,.,channel1
1563,.,channel1
1564,.,channel1
1565,.,channel1
1566,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1567,.,channel1
1568,.,channel1
1569,.,channel1
1570,.,channel1
1571,.,channel1
1572,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1573,.,channel1
1574,.,channel1
1575,.,channel1
1576,.,channel1
1577,.,channel1
1578,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1579,.,channel1
1580,.,channel1
1581,.,channel1
1582,.,channel1
1583,.,channel1
1584,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1585,.,channel1
1586,.,channel1
1587,.,channel1
1588,.,channel1
1589,.,channel1
1590,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1591,.,channel1
1592,.,channel1
1593,.,channel1
1594,.,channel1
1595,.,channel1
1596,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1597,.,channel1
1598,.,channel1
1599,.,channel1
1600,.,channel1
1601,.,channel1
1602,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1603,.,channel1
1604,.,channel1
1605,.,channel1
1606,.,channel1
1607,.,channel1
1608,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1609,.,channel1
1610,.,channel1
1611,.,channel1
1612,.,channel1
1613,.,channel1
1614,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1615,.,channel1
1616,.,channel1
1617,.,channel1
1618,.,channel1
1619,.,channel1
1620,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1621,.,channel1
1622,.,channel1
1623,.,channel1
1624,.,channel1
1625,.,channel1
1626,.,channel1
1627,.,channel1
1628,.,channel1
1629,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1630,.,channel1
1631,.,channel1
1632,.,channel1
1633,.,channel1
1634,.,channel1
1635,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1636,.,channel1
1637,.,channel1
1638,.,channel1
1639,.,channel1
1640,.,channel1
1641,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1642,.,channel1
1643,.,channel1
1644,.,channel1
1645,.,channel1
1646,.,channel1
1647,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1648,.,channel1
1649,.,channel1
1650,.,channel1
1651,.,channel1
1652,.,channel1
1653,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1654,.,channel1
1655,.,channel1
1656,.,channel1
1657,.,channel1
1658,.,channel1
1659,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1660,.,channel1
1661,.,channel1
1662,.,channel1
1663,.,channel1
1664,.,channel1
1665,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1666,.,channel1
1667,.,channel1
1668,.,channel1
1669,.,channel1
1670,.,channel1
1671,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1672,.,channel1
1673,.,channel1
1674,.,channel1
1675,.,channel1
1676,.,channel1
1677,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1678,.,channel1
1679,.,channel1
1680,.,channel1
1681,.,channel1
1682,.,channel1
1683,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1684,.,channel1
1685,.,channel1
1686,.,channel1
1687,.,channel1
1688,.,channel1
1689,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1690,.,channel1
1691,.,channel1
1692,.,channel1
1693,.,channel1
1694,.,channel1
1695,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1696,.,channel1
1697,.,channel1
1698,.,channel1
1699,.,channel1
1700,.,channel1
1701,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1702,.,channel1
1703,.,channel1
1704,.,channel1
1705,.,channel1
1706,.,channel1
1707,.,channel1
1708,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1709,.,channel1
1710,.,channel1
1711,.,channel1
1712,.,channel1
1713,.,channel1
1714,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1715,.,channel1
1716,.,channel1
1717,.,channel1
1718,.,channel1
1719,.,channel1
1720,.,channel1
1721,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1722,.,channel1
1723,.,channel1
1724,.,channel1
1725,.,channel1
1726,.,channel1
1727,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1728,.,channel1
1729,.,channel1
1730,.,channel1
1731,.,channel1
1732,.,channel1
1733,.,channel1
1734,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1735,.,channel1
1736,.,channel1
1737,.,channel1
1738,.,channel1
1739,.,channel1
1740,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1741,.,channel1
1742,.,channel1
1743,.,channel1
1744,.,channel1
1745,.,channel1
1746,.,channel1
1747,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1748,.,channel1
1749,.,channel1
1750,.,channel1
1751,.,channel1
1752,.,channel1
1753,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1754,.,channel1
1755,.,channel1
1756,.,channel1
1757,.,channel1
1758,.,channel1
1759,.,channel1
1760,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1761,.,channel1
1762,.,channel1
1763,.,channel1
1764,.,channel1
1765,.,channel1
1766,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1767,.,channel1
1768,.,channel1
1769,.,channel1
1770,.,channel1
1771,.,channel1
1772,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1773,.,channel1
1774,.,channel1
1775,.,channel1
1776,.,channel1
1777,.,channel1
1778,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1779,.,channel1
1780,.,channel1
1781,.,channel1
1782,.,channel1
1783,.,channel1
1784,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1785,.,channel1
1786,.,channel1
1787,.,channel1
1788,.,channel1
1789,.,channel1
1790,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1791,.,channel1
1792,.,channel1
1793,.,channel1
1794,.,channel1
1795,.,channel1
1796,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1797,.,channel1
1798,.,channel1
1799,.,channel1
1800,.,channel1
1801,.,channel1
1802,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1803,.,channel1
1804,.,channel1
1805,.,channel1
1806,service=ts-food-service level=INFO event=exception count=1 sample=Exception in monitor thread while connecting to server ts-food-mongo:<num>,channel1
1807,.,channel1
1808,.,channel1
1809,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1810,.,channel1
1811,.,channel1
1812,.,channel1
1813,.,channel1
1814,.,channel1
1815,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1816,.,channel1
1817,.,channel1
1818,.,channel1
1819,.,channel1
1820,.,channel1
1821,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1822,.,channel1
1823,.,channel1
1824,.,channel1
1825,.,channel1
1826,.,channel1
1827,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1828,.,channel1
1829,.,channel1
1830,.,channel1
1831,.,channel1
1832,.,channel1
1833,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1834,.,channel1
1835,.,channel1
1836,.,channel1
1837,.,channel1
1838,.,channel1
1839,.,channel1
1840,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1841,.,channel1
1842,.,channel1
1843,.,channel1
1844,.,channel1
1845,.,channel1
1846,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1847,.,channel1
1848,.,channel1
1849,.,channel1
1850,.,channel1
1851,.,channel1
1852,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1853,.,channel1
1854,.,channel1
1855,.,channel1
1856,.,channel1
1857,.,channel1
1858,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1859,.,channel1
1860,.,channel1
1861,.,channel1
1862,.,channel1
1863,.,channel1
1864,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1865,.,channel1
1866,.,channel1
1867,.,channel1
1868,.,channel1
1869,.,channel1
1870,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1871,.,channel1
1872,.,channel1
1873,.,channel1
1874,.,channel1
1875,.,channel1
1876,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1877,.,channel1
1878,.,channel1
1879,.,channel1
1880,.,channel1
1881,.,channel1
1882,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1883,.,channel1
1884,.,channel1
1885,.,channel1
1886,.,channel1
1887,.,channel1
1888,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1889,.,channel1
1890,.,channel1
1891,.,channel1
1892,.,channel1
1893,.,channel1
1894,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1895,.,channel1
1896,.,channel1
1897,.,channel1
1898,.,channel1
1899,.,channel1
1900,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1901,.,channel1
1902,.,channel1
1903,.,channel1
1904,.,channel1
1905,.,channel1
1906,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1907,.,channel1
1908,.,channel1
1909,.,channel1
1910,.,channel1
1911,.,channel1
1912,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1913,.,channel1
1914,service=ts-basic-service level=INFO event=normal_activity count=3; service=ts-ticketinfo-service level=INFO event=normal_activity count=2; service=ts-travel-service level=INFO event=normal_activity count=2; service=ts-station-service level=INFO event=normal_activity count=1,channel1
1915,service=ts-basic-service level=INFO event=normal_activity count=3; service=ts-travel-service level=INFO event=normal_activity count=3; service=ts-ticketinfo-service level=INFO event=normal_activity count=2; service=ts-station-service level=INFO event=normal_activity count=1,channel1
1916,service=ts-travel-service level=INFO event=normal_activity count=4; service=ts-route-service level=INFO event=normal_activity count=2,channel1
1917,service=ts-travel-service level=INFO event=normal_activity count=4; service=ts-route-service level=INFO event=normal_activity count=2,channel1
1918,service=ts-travel-service level=INFO event=normal_activity count=8; service=ts-route-service level=INFO event=normal_activity count=4; service=ts-assurance-service level=INFO event=normal_activity count=2,channel1
1919,service=ts-travel-service level=INFO event=normal_activity count=4; service=ts-route-service level=INFO event=normal_activity count=2,channel1
1920,.,channel1
1921,.,channel1
1922,.,channel1
1923,.,channel1
1924,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1925,service=ts-auth-service level=INFO event=normal_activity count=3; service=ts-travel-service level=INFO event=normal_activity count=1,channel1
1926,service=ts-basic-service level=INFO event=normal_activity count=6; service=ts-ticketinfo-service level=INFO event=normal_activity count=4; service=ts-travel-service level=INFO event=normal_activity count=4; service=ts-station-service level=INFO event=normal_activity count=2,channel1
1927,service=ts-travel-service level=INFO event=normal_activity count=1,channel1
1928,service=ts-travel-service level=INFO event=normal_activity count=4; service=ts-route-service level=INFO event=normal_activity count=2,channel1
1929,service=ts-travel-service level=INFO event=normal_activity count=4; service=ts-route-service level=INFO event=normal_activity count=2,channel1
1930,service=ts-travel-service level=INFO event=normal_activity count=8; service=ts-route-service level=INFO event=normal_activity count=4,channel1
1931,service=ts-travel-service level=INFO event=normal_activity count=4; service=ts-assurance-service level=INFO event=normal_activity count=2; service=ts-route-service level=INFO event=normal_activity count=2,channel1
1932,.,channel1
1933,.,channel1
1934,.,channel1
1935,.,channel1
1936,.,channel1
1937,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1938,service=ts-basic-service level=INFO event=normal_activity count=3; service=ts-ticketinfo-service level=INFO event=normal_activity count=2; service=ts-travel-service level=INFO event=normal_activity count=2; service=ts-station-service level=INFO event=normal_activity count=1,channel1
1939,.,channel1
1940,service=ts-basic-service level=INFO event=normal_activity count=3; service=ts-ticketinfo-service level=INFO event=normal_activity count=2; service=ts-travel-service level=INFO event=normal_activity count=2; service=ts-station-service level=INFO event=normal_activity count=1,channel1
1941,service=ts-travel-service level=INFO event=normal_activity count=1,channel1
1942,service=ts-travel-service level=INFO event=normal_activity count=4; service=ts-route-service level=INFO event=normal_activity count=2,channel1
1943,service=ts-travel-service level=INFO event=normal_activity count=8; service=ts-route-service level=INFO event=normal_activity count=4; service=ts-assurance-service level=INFO event=normal_activity count=2,channel1
1944,service=ts-travel-service level=INFO event=normal_activity count=8; service=ts-route-service level=INFO event=normal_activity count=4,channel1
1945,.,channel1
1946,.,channel1
1947,.,channel1
1948,.,channel1
1949,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1950,service=ts-basic-service level=INFO event=normal_activity count=3; service=ts-travel-service level=INFO event=normal_activity count=3; service=ts-ticketinfo-service level=INFO event=normal_activity count=2; service=ts-station-service level=INFO event=normal_activity count=1,channel1
1951,service=ts-basic-service level=INFO event=normal_activity count=3; service=ts-travel-service level=INFO event=normal_activity count=3; service=ts-ticketinfo-service level=INFO event=normal_activity count=2; service=ts-station-service level=INFO event=normal_activity count=1,channel1
1952,service=ts-route-service level=INFO event=normal_activity count=2; service=ts-travel-service level=INFO event=normal_activity count=1,channel1
1953,service=ts-travel-service level=INFO event=normal_activity count=3,channel1
1954,service=ts-travel-service level=INFO event=normal_activity count=12; service=ts-route-service level=INFO event=normal_activity count=6,channel1
1955,service=ts-travel-service level=INFO event=normal_activity count=4; service=ts-route-service level=INFO event=normal_activity count=2,channel1
1956,service=ts-assurance-service level=INFO event=normal_activity count=2,channel1
1957,.,channel1
1958,.,channel1
1959,.,channel1
1960,.,channel1
1961,.,channel1
1962,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1963,.,channel1
1964,service=ts-basic-service level=INFO event=normal_activity count=6; service=ts-travel-service level=INFO event=normal_activity count=5; service=ts-ticketinfo-service level=INFO event=normal_activity count=4; service=ts-station-service level=INFO event=normal_activity count=2,channel1
1965,service=ts-route-service level=INFO event=normal_activity count=2; service=ts-travel-service level=INFO event=normal_activity count=1,channel1
1966,service=ts-travel-service level=INFO event=normal_activity count=15; service=ts-route-service level=INFO event=normal_activity count=6,channel1
1967,service=ts-travel-service level=INFO event=normal_activity count=4; service=ts-route-service level=INFO event=normal_activity count=2,channel1
1968,service=ts-assurance-service level=INFO event=normal_activity count=2,channel1
1969,.,channel1
1970,.,channel1
1971,.,channel1
1972,.,channel1
1973,.,channel1
1974,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1975,.,channel1
1976,.,channel1
1977,.,channel1
1978,.,channel1
1979,.,channel1
1980,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1981,.,channel1
1982,.,channel1
1983,.,channel1
1984,.,channel1
1985,.,channel1
1986,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1987,service=ts-travel-service level=INFO event=exception count=1 sample=Exception in monitor thread while connecting to server ts-travel-mongo:<num>,channel1
1988,service=ts-travel-service level=INFO event=timeout count=1 sample=No server chosen by ReadPreferenceServerSelector{readPreference=primary} from cluster description ClusterDescription{...,channel1
1989,.,channel1
1990,service=ts-travel-service level=INFO event=exception count=1 sample=Closed connection [connectionId{localValue:<num> serverValue:<num>}] to ts-travel-mongo:<num> because there was a soc...,channel1
1991,service=ts-travel-service level=INFO event=exception count=1 sample=I/O exception (java.net.NoRouteToHostException) caught when processing request to {}-><url> No route to host (Host un...; service=ts-travel-service level=INFO event=retry count=1 sample=Retrying request to {}-><url>,channel1
1992,service=ts-travel-service level=INFO event=normal_activity count=4; service=ts-assurance-service level=INFO event=normal_activity count=2; service=ts-route-service level=INFO event=normal_activity count=2,channel1
1993,service=ts-travel-service level=INFO event=normal_activity count=4; service=ts-route-service level=INFO event=normal_activity count=2,channel1
1994,service=ts-travel-service level=INFO event=normal_activity count=4; service=ts-route-service level=INFO event=normal_activity count=2,channel1
1995,service=ts-travel-service level=INFO event=normal_activity count=4; service=ts-route-service level=INFO event=normal_activity count=2,channel1
1996,.,channel1
1997,.,channel1
1998,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
1999,service=ts-travel-service level=INFO event=normal_activity count=8; service=ts-route-service level=INFO event=normal_activity count=4,channel1
2000,.,channel1
2001,service=ts-travel-service level=INFO event=normal_activity count=8; service=ts-route-service level=INFO event=normal_activity count=4,channel1
2002,service=ts-travel-service level=INFO event=normal_activity count=4; service=ts-assurance-service level=INFO event=normal_activity count=2; service=ts-route-service level=INFO event=normal_activity count=2,channel1
2003,.,channel1
2004,.,channel1
2005,.,channel1
2006,.,channel1
2007,.,channel1
2008,service=ts-preserve-service level=INFO event=failure count=1 sample=[Preserve Service][Get Contacts] Fail. No contacts according to contacts id,channel1
2009,.,channel1
